timestamp,count,delta,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,movementType,indexedLabel,velocity,velocity_0,velocity_1,velocity_2,V_t-1,acceleration,acceleration_0,acceleration_1,acceleration_2,x,y,z
2020-06-17 00:00:00.000000000,20.48,0.02,-0.0838959,0.09006879999999999,-0.6861232000000002,-0.0838883,0.09006549999999999,-0.6861014,Idle,0,"[-0.0003799999999998249, 0.00016499999999988746, -0.0010900000000091392]",-0.0003799999999998249,0.00016499999999988746,-0.0010900000000091392,"[-0.0003799999999998249, 0.00016499999999988746, -0.0010900000000091392]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17 00:00:00.031976047,20.5,0.02,-0.0839,0.0900715,-0.6861683999999999,-0.0838959,0.09006879999999999,-0.6861232000000002,Idle,0,"[-0.0002050000000003438, 0.00013500000000041257, -0.002259999999987272]",-0.0002050000000003438,0.00013500000000041257,-0.002259999999987272,"[-0.0003799999999998249, 0.00016499999999988746, -0.0010900000000091392]","[0.008749999999974056, -0.0014999999999737446, -0.05849999999890665]",0.008749999999974056,-0.0014999999999737446,-0.05849999999890665,0.008749999999974056,-0.0014999999999737446,-0.05849999999890665
2020-06-17 00:00:00.063952095,20.52,0.02,-0.0839025,0.090074,-0.6862258999999999,-0.0839,0.0900715,-0.6861683999999999,Idle,0,"[-0.000125000000000125, 0.000125000000000125, -0.0028750000000021814]",-0.000125000000000125,0.000125000000000125,-0.0028750000000021814,"[-0.0002050000000003438, 0.00013500000000041257, -0.002259999999987272]","[0.004000000000010939, -0.0005000000000143778, -0.03075000000074546]",0.004000000000010939,-0.0005000000000143778,-0.03075000000074546,0.004000000000010939,-0.0005000000000143778,-0.03075000000074546
2020-06-17 00:00:00.095928143,20.54,0.019999,-0.08389549999999998,0.0900726,-0.6862764,-0.0839025,0.090074,-0.6862258999999999,Idle,0,"[0.0003500175008760877, -7.000350017493997e-05, -0.002525126256316035]",0.0003500175008760877,-7.000350017493997e-05,-0.002525126256316035,"[-0.000125000000000125, 0.000125000000000125, -0.0028750000000021814]","[0.023752062646942986, -0.009750662541880343, 0.01749456191240293]",0.023752062646942986,-0.009750662541880343,0.01749456191240293,0.023752062646942986,-0.009750662541880343,0.01749456191240293
2020-06-17 00:00:00.127904191,20.56,0.02,-0.08389129999999999,0.09007309999999999,-0.6863272,-0.08389549999999998,0.0900726,-0.6862764,Idle,0,"[0.00020999999999979369, 2.4999999999331113e-05, -0.002540000000000875]",0.00020999999999979369,2.4999999999331113e-05,-0.002540000000000875,"[0.0003500175008760877, -7.000350017493997e-05, -0.002525126256316035]","[-0.007000875043814702, 0.004750175008713554, -0.0007436871842419861]",-0.007000875043814702,0.004750175008713554,-0.0007436871842419861,-0.007000875043814702,0.004750175008713554,-0.0007436871842419861
2020-06-17 00:00:00.159880239,20.58,0.02,-0.08389270000000001,0.0900773,-0.6863774,-0.08389129999999999,0.09007309999999999,-0.6863272,Idle,0,"[-7.000000000131901e-05, 0.00021000000000048757, -0.0025100000000000122]",-7.000000000131901e-05,0.00021000000000048757,-0.0025100000000000122,"[0.00020999999999979369, 2.4999999999331113e-05, -0.002540000000000875]","[-0.014000000000055635, 0.009250000000057823, 0.0015000000000431335]",-0.014000000000055635,0.009250000000057823,0.0015000000000431335,-0.014000000000055635,0.009250000000057823,0.0015000000000431335
2020-06-17 00:00:00.191856287,20.6,0.02,-0.0839053,0.09008719999999999,-0.6864218,-0.08389270000000001,0.0900773,-0.6863774,Idle,0,"[-0.0006299999999993811, 0.0004949999999996624, -0.002219999999997224]",-0.0006299999999993811,0.0004949999999996624,-0.002219999999997224,"[-7.000000000131901e-05, 0.00021000000000048757, -0.0025100000000000122]","[-0.027999999999903102, 0.01424999999995874, 0.014500000000139401]",-0.027999999999903102,0.01424999999995874,0.014500000000139401,-0.027999999999903102,0.01424999999995874,0.014500000000139401
2020-06-17 00:00:00.223832335,20.62,0.019999,-0.08392370000000002,0.0901,-0.6864633,-0.0839053,0.09008719999999999,-0.6864218,Idle,0,"[-0.0009200460023008963, 0.0006400320016004426, -0.002075103755189141]",-0.0009200460023008963,0.0006400320016004426,-0.002075103755189141,"[-0.0006299999999993811, 0.0004949999999996624, -0.002219999999997224]","[-0.014503025266339082, 0.007251962678172918, 0.007245174499129124]",-0.014503025266339082,0.007251962678172918,0.007245174499129124,-0.014503025266339082,0.007251962678172918,0.007245174499129124
2020-06-17 00:00:00.255808383,20.64,0.02,-0.0839404,0.09010950000000001,-0.6865011999999999,-0.08392370000000002,0.0901,-0.6864633,Idle,0,"[-0.000834999999999031, 0.00047500000000047504, -0.0018949999999962053]",-0.000834999999999031,0.00047500000000047504,-0.0018949999999962053,"[-0.0009200460023008963, 0.0006400320016004426, -0.002075103755189141]","[0.004252300115093269, -0.008251600079998376, 0.009005187759646777]",0.004252300115093269,-0.008251600079998376,0.009005187759646777,0.004252300115093269,-0.008251600079998376,0.009005187759646777
2020-06-17 00:00:00.287784431,20.66,0.02,-0.0839534,0.09012110000000001,-0.6865387,-0.0839404,0.09010950000000001,-0.6865011999999999,Idle,0,"[-0.0006499999999999562, 0.0005800000000000249, -0.0018750000000011813]",-0.0006499999999999562,0.0005800000000000249,-0.0018750000000011813,"[-0.000834999999999031, 0.00047500000000047504, -0.0018949999999962053]","[0.00924999999995374, 0.005249999999977495, 0.0009999999997512]",0.00924999999995374,0.005249999999977495,0.0009999999997512,0.00924999999995374,0.005249999999977495,0.0009999999997512
